epochs,train_loss,val_loss
1,0.02202143793078103,0.024778144137543843
2,0.019679464690220493,0.020461533903156436
3,0.019614541242186503,0.020625723495134366
4,0.019492107099274264,0.01963942060870103
5,0.01939826217625308,0.020799155637935825
6,0.01939757704845703,0.021322653788286742
7,0.01934769776091627,0.019280911175263874
8,0.019303822121107348,0.01950903183138961
9,0.019297271301125584,0.021438491480549608
10,0.019307947913706887,0.020237077886059066
11,0.019265889956930352,0.020647374528349353
12,0.01922152827015031,0.02068752023536262
13,0.019228985703921432,0.020232829209870223
14,0.019203203100296648,0.019562263362964114
15,0.019208384040898537,0.019177215889122152
16,0.019201720885645885,0.023498918947728948
17,0.019150770805016815,0.020147863144765434
18,0.01916223202914207,0.019390538459454383
19,0.019138880380215217,0.02017687258191672
20,0.019152714289248845,0.020615258039688153
21,0.019108940056747376,0.02273301544035263
22,0.01912692143459979,0.019601646551642274
23,0.019134510911981706,0.020459447803297812
24,0.019121984698636046,0.021491032900882612
25,0.019110782218668795,0.02082813301040337
26,0.019137787049403922,0.019940067348446694
27,0.019088091900040342,0.022133834763623444
28,0.019079097731808756,0.01949704031732668
29,0.019091321151786165,0.019472571004903856
30,0.019094286549444603,0.020359281199271398
31,0.01907226093366794,0.0198791417443751
32,0.01906944046999898,0.019445481392547658
33,0.01906148084855822,0.021118242167774668
34,0.019049864489607826,0.02102755945739049
35,0.019068846251388143,0.02052767484931908
36,0.019079142572299156,0.01969398765563382
37,0.019042771619852666,0.019424861612172228
38,0.019004453496132428,0.020658399033433816
39,0.019033792708757154,0.01979544831862225
40,0.01899111353938364,0.019325831921594774
41,0.019041535731927954,0.020318284482297874
42,0.0189920474195538,0.020202478275372995
43,0.01897404113823288,0.020039586642826644
44,0.019004718813784533,0.02089548094495872
45,0.01901333786240386,0.020027871299486487
46,0.018949859292739787,0.020263920071252422
47,0.018991105969605085,0.02009242961950257
48,0.019024123329432863,0.020747687168772146
49,0.018995106779200806,0.01944827888651284
50,0.018986072522814326,0.01952570272192074
51,0.018973037372644778,0.02002217946209978
52,0.018918878386288505,0.020571685839140163
53,0.018966745052353903,0.021635563725315936
54,0.018950791205232985,0.020529034865905186
55,0.018935597780363383,0.020347062494285358
56,0.018937992147359833,0.02003944866103545
57,0.01894898914360886,0.01928864216203797
58,0.018958594915746464,0.019778664030060237
59,0.018957302699805355,0.019326210975142068
60,0.018921871542297578,0.019893603885690354
61,0.018923417584519705,0.0203373271641811
62,0.018911998540685974,0.019450000740124884
63,0.018898517321811414,0.019970167501482443
64,0.01890590242549343,0.019459730886257895
65,0.01893986063381606,0.019873156225621105
66,0.018893758034368394,0.02017189081002522
67,0.018869392993151234,0.019945591204289143
68,0.018903273924365995,0.019948903701432392
69,0.01890663598530134,0.019657743883947903
70,0.018907233867073825,0.019838415601288337
71,0.018903923214456532,0.0199566176958175
72,0.018882619455838814,0.019535957753082187
73,0.018891345188653066,0.01946117241480926
74,0.018879459942385445,0.019518039133043702
75,0.01885887815567241,0.020039365020015
76,0.01886575000975014,0.019929155668520493
77,0.01884104675475325,0.01933622057529427
78,0.018869393225678318,0.0192620194841542
79,0.018853423986033492,0.019162627001358543
80,0.018853002089621748,0.019769870581430628
81,0.018815890459083943,0.019390061891335932
82,0.018805283450823874,0.019176051113673598
83,0.018827455509081645,0.019218647692329876
84,0.01880492637280386,0.019488108443495997
85,0.018794922755326085,0.019222616157749364
86,0.018810905931620287,0.019421879636232202
87,0.018796172246793492,0.019876914708142845
88,0.018796786384212612,0.019172602460568334
89,0.018784432488209084,0.019959403325129563
90,0.01876827201618611,0.019285589478000492
91,0.018768640525674674,0.019465517103396918
92,0.018749977639475203,0.019423839789884025
93,0.018678451401757473,0.019783325566563086
94,0.018717589337048465,0.019491947808268146
95,0.018694136909790812,0.019502358735222644
96,0.018730372752264135,0.019498284181157576
97,0.018684840228882938,0.019602689648906397
98,0.0186731587742892,0.019375903150398482
99,0.018654022425913398,0.019368834072824317
100,0.018715633382160268,0.020046613518582362
101,0.018659169243317564,0.019661936929795752
102,0.018659474138131626,0.020455228890187967
103,0.018650874682499347,0.01949304949207398
104,0.01861878288792416,0.019788400254266533
105,0.018594959386296954,0.019559905141734436
106,0.018619562437298866,0.020141759123102957
107,0.01859022480399647,0.01974041021301967
108,0.01856569071963708,0.019729991197071445
109,0.01858856855365069,0.019692091304051498
110,0.018531400686261874,0.019829042239291036
111,0.01856775568095544,0.020039098476465116
112,0.018535575559277772,0.01954589303595853
113,0.018510250426887146,0.019873936962195513
114,0.018525292010964103,0.02001045335858549
115,0.01844913417494482,0.01991115713396557
116,0.018440386794648357,0.020562281339735984
117,0.0183990541465098,0.01998124852838022
118,0.018421154942198363,0.019929457553375114
119,0.01840787714141632,0.020047538594175275
120,0.018399838908417218,0.01963235595976395
