epochs,train_loss,val_loss
1,0.022431735119748795,0.021486713062263022
2,0.01975435666114202,0.020252800545777373
3,0.019577161386497368,0.01981052380220254
4,0.019512822308368344,0.019960746159380566
5,0.01950133701293417,0.0194490620923867
6,0.01944144236175639,0.02020665372096384
7,0.019377623456629436,0.024380283934314233
8,0.019302619885862106,0.02021299382723499
9,0.019252448579315087,0.02248424025119762
10,0.019275161988146015,0.020019044110035245
11,0.019260734953925253,0.020796715109151903
12,0.019249006329320438,0.019434294950210537
13,0.01918752848804936,0.01995713883755222
14,0.01918717446323745,0.021282491215110652
15,0.019224785252116856,0.019555762832536065
16,0.01916105341796044,0.019687504146319305
17,0.019152525193731857,0.01990755359244919
18,0.019153433919085697,0.02011728300579494
19,0.01915116033604654,0.01980550422759599
20,0.019130673900413377,0.019461908293960797
21,0.019168423629992815,0.019004016070845953
22,0.019143699398584037,0.01930626101110561
23,0.01907487446179161,0.019831604493391917
24,0.019127562667596527,0.020530667689610288
25,0.01912617855893528,0.019534792122370415
26,0.019100733831733697,0.0190349693076732
27,0.0190898071865639,0.01920460874285973
28,0.019099681574028828,0.019779725943721967
29,0.019068935552514,0.019206480636503338
30,0.019055812181690397,0.019122318840859947
31,0.019055998742277664,0.02037611522539466
32,0.019053530738264424,0.01943657257683983
33,0.019021513593787474,0.018985965179334468
34,0.019051020944945155,0.019356095167742695
35,0.01904824017014829,0.01914171463074397
36,0.019004805355346148,0.019378262807450846
37,0.019044582193708456,0.01892326541486108
38,0.01898857990485405,0.019573475696028353
39,0.019032116937064532,0.019625563407923662
40,0.01896038698902704,0.01958934828168919
41,0.01898481175732491,0.01941044637439797
42,0.018969622718697267,0.01952432921855386
43,0.01900286504250831,0.01915503074989519
44,0.01900285765405636,0.01955281337763593
45,0.018994082096496234,0.01969854101428615
46,0.01892648918472428,0.019349227853193814
47,0.018949310037662405,0.01923784563705474
48,0.01894100970272517,0.01918347460156279
49,0.01893068342062862,0.020937115432197742
50,0.018946241000517457,0.019059617810281437
51,0.01897316308945469,0.019200689931255285
52,0.01890373278934604,0.019329164878705552
53,0.01890820249274004,0.020888361021500892
54,0.018918011425146392,0.020483571224862936
55,0.01887861911311862,0.020050570847778917
56,0.01892289869942221,0.019936190664826478
57,0.018908280467833903,0.02069234399717272
58,0.01892292735125159,0.019412075752371374
59,0.01889058084723769,0.019220652881820406
60,0.018914827653593418,0.019626120880139354
61,0.01887735099439023,0.020164905303278427
62,0.01890488714809452,0.01993615319628712
63,0.018872303073446242,0.01936010356371871
64,0.018836956907319524,0.020620030528589836
65,0.018874589833627248,0.02040006351179009
66,0.01883717471072333,0.019735636133344586
67,0.018865320701006376,0.01917865483509417
68,0.018833908775351012,0.019142821819548187
69,0.01881489802256343,0.019154099967422938
70,0.018829576263138647,0.019447477567588165
71,0.018817159379413535,0.019495355743723883
72,0.018807834342951,0.019368588479986654
73,0.018799072074040492,0.019379822393680246
74,0.01882584417916378,0.019151226643288426
75,0.018803076586260684,0.019456344058892513
76,0.01877286787918311,0.01924620580100507
77,0.018787110789190462,0.0197250809691212
78,0.018738183552728743,0.019160152900459117
79,0.01875961553981315,0.019283407658247924
80,0.018723109898127872,0.01922582432006257
81,0.018724081767435594,0.019230873218990804
82,0.01869116040567557,0.019235168487605495
83,0.018651945874060966,0.019999018595994917
84,0.01866566420903916,0.019782816413482514
85,0.018634072802426606,0.019230812825027897
86,0.018675761474219548,0.019513337305309228
87,0.01859468237267421,0.01982441435096305
88,0.01863456478278464,0.020459265707078497
89,0.01859195917453787,0.020306012727122763
90,0.018574458421667352,0.019549871310001025
91,0.018566584153856105,0.019827198250936127
92,0.018518105459507588,0.01944705175250432
93,0.01849174688913022,0.019480704329907894
94,0.018466208906223375,0.019457258229879426
95,0.018469584556332894,0.019513689039993568
96,0.018459855482307646,0.019569532591954753
97,0.018418211236341926,0.02003366500746093
98,0.018390060567792046,0.019773870442373328
99,0.018373256210668393,0.01964385610204886
100,0.01838751845320817,0.01980832044632343
101,0.018304334078162184,0.01961701814624134
102,0.01831591995562492,0.019548818939563686
103,0.018252098475700678,0.02028835241316286
104,0.018253476759447176,0.019532885554155173
105,0.01824530966151692,0.019683688534520807
106,0.018161403271663077,0.019729839816493677
107,0.018132588504143756,0.019933222483748087
108,0.01817193301516006,0.020306408328435454
109,0.01810330487662252,0.020022449745099948
110,0.018113513138778233,0.01998037978384537
111,0.018074043254986866,0.020035668667066003
112,0.01801141367023928,0.020594897056540568
113,0.018003685710330803,0.02032274806643023
114,0.017989897527576126,0.020116246789070792
115,0.017956925853754982,0.019929019704932018
116,0.017905452332602267,0.01968657021830708
117,0.01787610934895084,0.020277126058070336
118,0.017859997779457973,0.019998903983846295
119,0.017855049588347986,0.020578674060761037
120,0.01779855143316074,0.019921904641990878
